CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,DayOfWeek,IsWeekend
-1.3788384229369963,-1.306497134148118,-1.5033949344986712,-2.104766078760617,-1.0280165742803606,2.485895017162697,-1.2453792037034694,-1.7056412074595348,-1.8409058741932924,-1.865761650878651,2.224610900094385,-0.9985286662006516,2005,2,22,3,1,0
1.0573163411596749,1.245373653039086,0.1692439968711784,0.2985413410216457,0.1166502843686275,0.1432311288670923,0.2958967069988241,0.6597079375418459,-0.7208282586009082,0.8434142348634639,-1.0447242082392252,-0.0302343170494301,2004,4,4,15,6,1
-0.2961029722273648,-0.0813733270250575,-0.2044306580093197,-0.0782678529021507,-0.0832574820065559,-0.4929232890752484,-0.8159869516583154,-0.2522727273565066,-0.106492059467135,0.0054064396974706,0.6133794398941296,0.5863420898853955,2004,11,6,23,5,1
1.4182281580628853,0.7993608384643314,1.521590366914887,1.4473498590820009,0.100919380747182,-0.97761236941227,1.3309743085674548,1.9422814521338752,1.3207536556921358,1.509228647461102,-0.8748125269817436,1.3318229967592297,2004,6,30,20,2,0
-0.5667868349047728,-0.7814440739525206,-0.3823709698571761,-0.2712676839362903,-1.1540494186338883,0.6430667429646458,-1.050528938069534,0.5372511698169787,-0.0289243575563051,0.1202020280763738,0.2911331478540783,0.4634799883810285,2004,6,5,3,5,1
-1.1081545602595886,-0.8040270012727614,-0.9517799677703164,-0.9881241992059518,-0.9427495081906668,1.062120843672696,-1.0180538937972117,-0.1104806805171867,-0.1282110160021674,-0.453775913818142,0.5313531110112075,-0.1835601773284458,2004,4,24,5,5,1
-1.1983825144853912,-0.8435471240831827,-1.1475143108029584,-1.328171520551817,-0.5130034950986115,0.602675986269894,-0.2350444930089893,-1.818430335627176,0.1013893816538892,-1.9231594450681029,0.7129828392519634,-1.5196855311884383,2005,2,3,4,3,0
2.5911915629983198,2.27289684611004,2.0376172712736698,1.8287542870780389,2.8908577832019557,-1.7298902128520222,2.240275548192487,1.0883066245788808,1.748927370239917,-0.4652554726560325,0.8477403795596214,0.0352249993258468,2004,11,19,8,4,0
0.0648088446758456,-0.0192702768943955,-0.2934008139332479,-0.1747677684192205,0.9058404846338892,-0.6039978699858158,1.2046824697306449,-1.3028228925751035,0.067259592813124,-0.9129582673337548,-0.6756057282660756,-1.4046281943288157,2005,2,18,10,4,0
-1.1983825144853912,-0.6403007782010159,-0.5781053128898181,-0.5010293875483613,-1.1337477362315806,0.0927426829986526,-1.1443457326340214,0.22466415746666,0.272038325857715,1.004128058593928,-0.8572354565068319,0.4876495821195927,2004,7,8,2,3,0
-1.1983825144853912,-1.2105196930370947,-1.3966307473899573,-1.810671098137166,-0.9052319991112018,1.5468099240097173,-0.8538745033093583,-2.253474115702361,-1.5399431907792724,-1.7050478271481866,-0.5115530705002315,-1.7933558269573877,2005,2,7,3,0,0
1.7791399749660957,-0.0700818633649372,-0.151048564454963,-0.0139345758907708,2.693038189873866,-0.1445530125830141,1.810883296147333,0.0828721106273402,-0.0475406060149043,-0.1093891486814325,0.0567722081885864,-0.1055125308809997,2005,1,3,18,0,0
-1.017926606033786,-0.945170297024266,0.0980678721320358,0.2296128299380244,-0.8267862983086838,0.213914953082908,-0.2603028607763513,-0.0911454014027341,-0.9721476127919972,1.8191767360841409,-1.941154802459732,-0.4879459984734866,2004,7,28,13,2,0
-0.9276986518079834,-0.8153184649328817,-1.1475143108029584,-1.3097905842628512,-0.6289667049805947,0.5723829187488302,-0.1845277574742653,-1.8603234403751563,-0.2088814259894305,-1.888720768554432,0.6016613929108549,-1.524720863217306,2005,2,19,4,5,1
1.3280002038370824,0.5001370514711415,1.0589455561104602,1.0843263673749286,0.100919380747182,-0.4727279107278725,0.5479649077792328,1.246211404013578,0.4706116427494397,-0.3160212077634582,0.1329395135798711,-0.2925751157534274,2004,5,7,9,4,0
1.1475442953854773,-0.0700818633649372,-0.151048564454963,-0.0139345758907708,1.424264246459226,-0.1445530125830141,0.5984816433139568,0.0828721106273402,-0.0475406060149043,-0.1093891486814325,0.0567722081885864,-0.1055125308809997,2004,12,17,19,4,0
0.6964045242564643,0.5622401016018036,0.6674768700451763,0.7580647482457877,0.8717336581980117,-1.0129542815201775,0.1690893912688027,0.1376554014516229,0.932915146137986,-0.3963781196286904,0.8477403795596214,0.1256092092440187,2004,12,6,21,0,0
1.4182281580628853,0.6074059562422851,0.916593306632175,0.9648502814966516,1.7380470496692983,0.3148918448197875,0.9520987920570247,0.124765215375321,0.7343418292462615,-0.7063262082517291,0.7832911211516111,-0.3389001704190086,2004,11,30,17,1,0
-0.2328820247086052,-0.8266099285930021,-1.0407501236942445,-1.1397669235899188,-0.7775518182427437,1.5619564577702492,-0.670622467772681,0.0377564593602839,-1.3723969546518795,-0.5111737080075935,1.2285769065160452,0.2225393507997181,2004,4,18,4,6,1
-1.288610468711194,-1.37424591610884,-1.3966307473899573,-1.810671098137166,-0.9939097478444832,2.167817808191526,-1.4474461458423655,-1.212591590040991,-1.36308883042258,-0.4078576784665809,0.8535994030512588,0.1127691125704068,2004,12,9,3,3,0
-0.6570147891305755,-0.3749513821881872,-0.48913515696589,-0.4045294720312915,-1.1883186585289844,-0.0637714991935105,-1.5484796169118134,0.5436962628551296,-0.9566340724098312,2.002849677490386,-1.0564422552225,1.946637037483952,2004,8,19,12,3,0
1.688912020740293,2.1656279413388964,2.464674019708525,2.127444501773731,1.383336054736173,-1.8561113275231216,0.1438310235014407,1.8359374170043847,2.20812816555203,0.8319346760255734,0.1915297484962441,1.7056963999026422,2004,10,22,13,4,0
0.8768604327080692,-0.0757275951949974,1.2546798991431023,1.2451595599033782,0.0668125543113046,-0.2051391476251418,0.8763236887549388,0.9465145777395608,0.7777797423163263,0.9696893820802572,-1.531023158045121,-0.6070316009562031,2004,6,11,21,4,0
-1.017926606033786,-1.2274568885272752,-0.3289888763028192,-0.2115296409971519,-0.956392238765018,0.1987684193223761,-0.4371114351478853,-0.0524748431738286,-0.8170122089703373,0.7515777641603413,-1.1853407720385205,-0.3353754379988012,2004,7,27,22,1,0
-1.017926606033786,-0.578197728070354,-0.5425172505202469,-0.4688627490426714,-0.9973204304880708,-0.0738691883671985,-0.9170204227277634,0.5211384372216015,0.0734650089659904,0.8089755583497928,-0.1189984965605324,1.2326269557905396,2004,7,24,3,5,1
0.0648088446758456,-0.307202600227465,0.3115962463494636,0.4455888313333712,-0.492539399237085,-0.3212625731225533,-0.4623698029152473,0.3471209251915271,-0.6494659728429446,1.2681579118654056,-1.1794817485468831,0.3615145147964616,2004,9,19,14,6,1
-1.4690663771627992,-1.0580849336254696,-1.1119262484333872,-1.250052541323713,-1.2019613891033354,1.2842700054938307,-1.4727045136097274,-0.3457265764096947,-0.9566340724098312,-0.2586234135740067,0.0919263491384103,-0.2651325561960994,2004,5,21,4,4,0
-0.2961029722273648,-0.3297855275477057,-0.4179590322267474,-0.3218152587309459,-0.8199649330215083,0.8349228372647169,-0.1087526541721793,0.0119760872076803,-0.4105574509575884,-0.166786942870884,-0.5760023289082418,-0.6991781770844784,2004,4,26,21,0,0
1.0573163411596749,2.391457214541304,1.9130590529801708,1.7414448397054516,2.2632921767818104,-1.972234753020533,0.0427975524319927,0.6951559492516758,1.9568088113609412,-0.6144897375486065,0.3790185002286377,-0.4856800990604961,2005,3,24,8,3,0
-0.9276986518079834,0.0258955777460859,-0.7026635311833176,-0.6618625800768111,0.1895971294804633,-0.5181675120094683,0.8763236887549388,-1.6540804631543276,1.0135855561252494,-1.7394865036618576,0.1798117015129697,-1.5735635838973208,2005,2,16,6,2,0
-1.1983825144853912,-1.4815148208799835,-1.1831023731725296,-1.3925047975631968,-1.2769964072622657,0.9207531952410644,-1.8263216623527956,0.1150975758180947,-1.1272830166136572,0.5908639404298766,0.7364189332185129,1.887723652746202,2004,8,8,4,6,1
2.531039593514451,1.6067004901629378,1.8952650217953848,1.723063903416486,2.140507601612652,-1.6036690981809227,0.6237400110813187,1.0238556941973718,1.5503540533481923,0.556425263916206,-0.0369721676776103,0.8519558544081562,2004,11,4,11,3,0
0.6061765700306615,0.7033833973533082,0.9343873378169608,0.9832312177856172,-0.4652539380883831,-0.8614889439148585,0.3711563334076987,1.7457061144702726,0.6815957919468971,1.509228647461102,-0.5994384228747909,1.89426958438373,2004,6,29,20,1,0
-0.1687950368128763,-1.097605056435891,-0.880603843031174,-0.9054099859056064,-0.7093481986348787,0.607724830856738,-0.7149534805888673,-0.2748305529900348,-1.4778890292506084,1.7617789418946892,-1.4782919466203854,0.4868942823152621,2004,8,29,15,6,1
1.3280002038370824,1.8268840315352848,1.486002304545315,1.4243736887207936,-0.0491506555706785,-0.967514680238582,0.2448644945708887,2.00995492903446,1.3486780283800346,0.0742837927248123,0.7188418627436007,0.798581334902161,2004,4,30,13,4,0
1.9595958834177007,1.905924277156128,1.5393843980996722,1.4657307953709664,1.7107615885205965,-1.5885225644203909,0.2953812301056127,1.339665253066766,1.354883444532901,0.3268340871583996,1.1172554601749372,1.725837728018112,2004,10,23,20,5,1
2.681419517224122,1.9680273272867896,2.7493785186650954,2.3204443328078708,0.8726081922091882,-1.7500855911993982,-0.4699257248969367,2.1098538711257984,2.1584848363291,1.6584629123536765,-1.0857373726806865,1.1888195671393926,2004,9,3,19,4,0
-0.2961029722273648,-0.0700818633649372,-0.151048564454963,-0.0139345758907708,-0.5539316868216644,-0.1445530125830141,-0.0456067347537742,0.0828721106273402,-0.0475406060149043,-0.1093891486814325,0.0567722081885864,-0.1055125308809997,2005,2,11,3,4,0
0.3354927073532533,0.816298033954512,0.8098291195234611,0.8867313022685475,-0.6357880702677702,-0.967514680238582,-0.1340110219395413,1.2913270552806342,1.0539207611188808,1.3370352648927473,-0.7752091276239098,1.2011561306101175,2004,7,22,22,3,0
1.2377722496112795,1.612346221992998,0.9877694313713176,1.033778792580273,1.635726570361666,-1.6743529223967384,0.7752902176854908,0.2858925413290936,1.52863509681316,-0.6374488552243872,1.1992817890578589,0.019867236637801,2005,1,10,21,0,0
-0.5667868349047728,-0.2902654047372844,-0.5069291881506756,-0.4137199401757744,0.4624517409674827,-0.174846080104078,-0.8917620549604014,-0.5519695536305235,-0.075464978702803,-0.7292853259275096,1.6680036683888424,0.1759625295326937,2004,12,4,7,5,1
-0.6570147891305755,-1.0411477381352892,-0.631487406444175,-0.5607674304874999,-0.0286865597091521,0.4663571824251067,0.6489983788486807,-2.1696879062064,-1.2234669669830862,-1.0851516499021094,-1.77124312120225,-2.068536722334996,2005,3,2,13,2,0
0.0648088446758456,0.3251193647392758,0.3293902775342492,0.4593745335500954,-0.6698948967036477,-0.1445530125830141,0.0680559201993547,0.5501413558932805,0.2348058289405167,-0.0979095898435424,-0.3006282248012887,-0.3859805248889196,2004,4,27,23,1,0
-1.288610468711194,-1.2613312795076363,-0.880603843031174,-0.891624283688882,-1.208782754390511,1.3852468972307102,-1.4727045136097274,-0.41984514634843,-1.583381103849337,2.3587160014649853,-1.9997450373761043,-0.0564180435995416,2004,7,4,15,6,1
0.3354927073532533,-0.1434763771557196,0.7030649324147474,0.7902313867514776,0.6534499690083962,-0.4373859986199647,0.2953812301056127,-0.1137032270362622,0.5419739285074032,0.854893793701354,-1.4197017117040125,-0.5536570814502075,2004,9,28,15,1,0
-1.288610468711194,-1.402474575259141,-1.0585441548790302,-1.17652879616785,-1.0518913527854747,1.213586181278015,-1.1443457326340214,0.031311366322133,-0.7952932524353049,0.6023434992677671,-0.1307165435438072,0.834835725510007,2004,6,28,5,0,0
-0.2961029722273648,0.3477022920595165,0.1158619033168214,0.2525890002992315,-0.4720753033755586,-0.7453655184174471,-0.7907285838909534,0.3857914834204325,0.349606027768545,0.0742837927248123,1.2109998360411336,1.2701401794056029,2004,10,1,1,4,0
2.7716474714499246,0.9687327933661368,1.023357493740889,1.05675496294148,1.7721538761051756,-1.3158849567308162,2.947509845678623,0.3535660182296781,0.6846985000233303,-0.0519913544919809,0.2149658424627931,0.1381975393161877,2004,11,19,15,4,0
0.5159486158048588,1.793009640554924,0.6140947764908193,0.7121124075233736,0.0054202667267253,0.3552826015145393,0.9268404242896628,0.6983784957707513,1.5875865502653908,0.6367821757814381,-1.1911997955301576,-0.4788824008215252,2004,3,17,12,2,0
